student_id,age,gender,study_hours_per_day,sleep_hours,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,exercise_minutes,assignments_completed,attendance_percentage,stress_level,focus_score,final_grade,productivity_score
2913,29,Male,3.85,3.17,9.97,3.42,2.54,1.29,2,197,24,12,94.67,10,31,50.28,17.36
2914,17,Male,3.2,7.23,0.6,0.3,5.34,0.46,10,213,96,7,40.44,1,59,59.05,50.67
2915,26,Male,6.64,6.02,1.9,1.43,3.51,2.02,2,212,28,17,51.7,3,94,66.74,71.15
2916,18,Male,6.54,9.37,4.51,1.56,2.23,0.47,2,385,19,5,88.0,1,83,56.55,80.0
2917,26,Female,1.57,6.78,3.98,4.03,2.97,2.6,13,121,96,0,71.83,2,32,53.67,32.21
2918,28,Other,9.3,8.79,1.58,7.33,2.18,1.24,5,324,40,5,60.98,3,34,44.69,72.7
2919,24,Male,5.05,7.7,8.41,1.04,4.61,4.52,11,483,77,5,83.15,9,55,98.1,44.27
2920,21,Female,7.76,6.13,7.89,0.27,0.11,2.19,9,395,114,7,93.82,2,77,46.62,68.98
2921,28,Male,3.91,5.36,3.35,0.0,2.99,3.37,12,371,49,12,60.43,10,85,79.29,46.18
2922,27,Female,2.98,3.82,4.66,7.2,1.48,4.65,3,94,41,10,62.08,6,80,75.37,38.86
2923,23,Male,1.56,3.09,6.11,6.58,1.39,1.97,5,52,54,13,81.94,8,93,96.76,33.68
2924,18,Female,3.11,3.01,1.02,7.7,1.11,1.74,10,270,84,2,76.75,4,30,95.0,31.47
2925,24,Male,9.94,4.58,2.28,5.6,3.0,0.63,1,320,81,15,81.99,8,59,77.1,69.07
2926,27,Female,6.75,6.93,7.94,4.89,0.64,0.11,11,277,4,12,78.2,8,59,52.94,51.87
2927,22,Male,8.13,9.83,6.09,0.99,3.12,3.28,12,91,16,19,47.63,8,86,74.57,72.43
2928,24,Male,9.61,7.94,7.41,4.61,3.62,3.39,4,280,106,11,46.5,6,46,70.97,60.61
2929,17,Male,1.25,3.49,11.69,6.33,5.39,2.3,7,187,5,10,79.13,4,73,51.02,21.77
2930,17,Male,2.06,7.52,9.19,6.95,4.59,1.92,2,59,119,13,47.38,2,75,91.56,37.86
2931,28,Female,9.32,6.4,11.63,6.96,3.9,5.84,10,398,61,17,45.11,5,84,41.93,61.53
2932,23,Female,5.86,7.45,7.3,2.43,4.84,0.44,9,298,84,15,59.24,5,53,81.73,48.69
2933,24,Male,6.53,7.36,0.52,1.52,2.11,1.16,9,494,32,2,94.45,4,30,90.13,61.64
2934,29,Other,4.56,4.01,1.58,1.19,3.19,4.53,3,432,58,3,83.52,9,37,40.74,37.49
2935,19,Male,8.24,9.44,8.52,5.15,0.51,1.27,10,91,27,15,59.54,3,57,53.21,65.86
2936,21,Other,5.41,6.88,4.01,0.56,3.14,4.27,1,195,26,0,59.93,9,55,58.02,46.98
2937,28,Male,8.35,7.91,5.26,6.96,2.33,5.63,2,363,37,5,51.68,7,91,56.99,72.9
2938,17,Female,9.93,5.71,8.27,6.46,5.48,4.34,3,175,20,2,65.98,7,64,47.75,62.49
2939,23,Male,6.64,3.86,4.33,0.06,1.81,4.83,6,336,7,4,80.9,2,48,81.88,52.3
2940,21,Female,5.52,7.84,10.55,4.7,4.12,4.73,10,285,4,10,96.06,5,75,64.53,56.09
2941,24,Male,3.97,9.6,4.96,5.07,4.13,2.42,13,433,114,7,47.63,9,69,45.34,49.1
2942,29,Female,2.35,7.07,1.01,7.25,4.28,0.95,2,86,76,1,46.24,2,68,67.19,48.68
2943,24,Female,6.74,4.39,11.82,4.28,4.09,1.25,6,73,101,19,51.05,3,45,81.75,35.16
2944,25,Male,1.1,7.36,6.13,0.41,5.3,5.6,7,334,104,7,74.41,4,81,62.94,42.39
2945,23,Other,9.58,6.0,4.53,5.47,3.58,0.48,4,364,35,17,79.32,6,89,41.33,79.14
2946,27,Other,6.65,5.79,10.84,2.8,5.13,2.25,14,184,21,16,41.59,9,65,99.66,38.6
2947,17,Other,9.61,9.39,10.4,4.08,4.04,3.75,5,189,73,11,98.91,1,97,56.15,90.07
2948,29,Other,3.09,8.16,0.93,1.91,5.29,1.04,5,389,49,10,87.7,10,40,75.15,43.96
2949,19,Female,9.49,6.56,9.8,6.88,4.37,0.83,10,315,71,1,53.82,6,61,89.7,58.54
2950,24,Other,6.32,5.92,6.13,4.7,2.75,3.71,11,350,13,11,77.48,1,80,93.99,64.45
2951,19,Female,8.2,4.7,8.24,5.96,1.62,5.23,12,136,78,9,76.23,9,47,87.35,46.34
2952,24,Male,2.2,5.4,2.18,1.2,5.45,5.52,6,307,105,14,78.74,3,51,65.22,40.31
2953,17,Female,5.25,6.78,8.18,4.52,0.79,4.11,10,187,117,7,94.87,4,56,79.98,50.64
2954,21,Female,5.91,3.34,3.15,2.41,5.22,4.29,7,484,116,1,43.81,2,51,95.44,44.63
2955,20,Female,4.23,5.5,1.85,0.2,3.91,5.63,4,436,65,0,84.63,1,65,92.01,57.52
2956,21,Male,2.91,6.46,2.05,5.83,3.66,2.33,9,195,83,3,99.41,2,77,51.44,59.29
2957,24,Male,9.1,7.26,3.95,7.83,3.22,5.85,12,422,92,19,93.64,9,73,99.23,75.31
2958,26,Female,1.31,8.2,11.9,5.82,1.75,1.83,4,452,49,4,65.27,9,83,46.22,30.0
2959,20,Female,1.96,3.1,1.12,0.67,3.65,2.18,8,142,97,11,78.0,9,63,98.26,32.08
2960,27,Male,3.54,5.06,4.31,5.04,2.86,4.56,10,158,67,13,57.81,5,86,92.11,47.52
2961,20,Male,9.24,4.83,6.54,6.63,2.4,4.29,8,99,18,16,81.58,7,61,51.27,61.49
2962,19,Male,5.86,6.65,2.88,1.29,3.85,2.22,14,127,23,18,70.66,8,76,80.68,59.74
2963,23,Female,4.05,6.26,11.56,7.85,0.49,0.29,14,173,115,10,91.18,9,30,94.37,24.18
2964,19,Male,4.33,3.56,5.8,4.99,3.63,3.81,6,47,78,6,84.88,9,89,69.27,45.51
2965,28,Female,8.46,8.33,8.47,7.86,5.99,3.62,3,225,77,0,41.19,8,87,58.32,65.24
2966,19,Other,0.75,7.81,4.64,5.04,0.26,5.3,7,314,62,16,98.37,4,61,83.97,41.91
2967,27,Female,0.61,8.75,2.73,5.35,2.85,1.79,10,338,77,4,63.51,1,93,88.76,54.89
2968,26,Male,0.94,3.78,3.99,6.08,2.72,5.47,8,45,68,6,50.52,2,90,47.19,36.71
2969,21,Female,4.96,6.54,3.72,6.43,0.44,3.44,6,495,108,2,93.69,4,87,69.72,65.81
2970,21,Female,6.02,7.23,10.25,7.03,2.96,1.3,4,101,29,3,78.34,5,86,51.68,57.79
2971,22,Male,6.43,3.34,0.67,6.02,0.9,2.36,5,130,81,14,81.32,7,75,79.32,59.33
2972,24,Female,7.45,9.72,10.78,3.68,4.93,1.21,2,180,110,3,48.83,5,96,96.85,68.28
2973,26,Female,2.3,8.56,5.02,2.03,5.4,2.77,8,243,2,5,86.46,2,50,83.24,46.68
2974,22,Female,2.99,4.71,7.59,3.18,4.94,2.84,4,492,0,15,85.39,2,51,85.63,35.26
2975,28,Female,2.81,7.4,9.76,7.36,5.57,4.76,4,25,109,6,98.78,10,44,81.83,29.5
2976,17,Male,1.92,4.0,5.8,6.9,3.88,4.46,11,161,88,18,80.56,7,67,92.94,30.63
2977,24,Male,2.82,9.11,1.57,2.9,5.06,3.49,13,165,63,12,45.78,5,96,76.02,61.06
2978,24,Male,6.33,3.69,6.73,3.39,3.0,3.28,12,113,46,19,62.76,1,94,41.76,59.66
2979,25,Female,3.98,9.33,1.9,2.35,4.74,4.14,12,52,115,16,45.61,9,69,59.31,53.04
2980,25,Female,7.8,8.8,9.98,4.98,5.68,0.89,2,12,28,5,72.24,1,95,87.82,76.38
2981,18,Male,5.6,6.35,7.95,2.88,2.28,3.52,8,321,21,12,53.79,6,40,63.95,37.38
2982,18,Male,2.51,7.57,7.31,6.43,5.0,5.46,3,184,117,19,43.47,4,77,57.76,40.83
2983,19,Female,4.94,4.72,0.5,3.81,2.84,1.83,4,355,15,6,70.08,4,64,68.03,54.75
2984,17,Female,6.14,5.69,11.54,1.76,3.68,0.14,13,306,100,13,64.43,10,80,76.58,42.47
2985,20,Male,8.73,4.52,2.0,3.57,5.3,0.03,1,111,63,4,46.93,5,73,73.76,66.23
2986,20,Female,8.42,6.69,2.61,5.88,5.29,0.2,12,397,68,8,93.82,8,61,40.75,70.23
2987,25,Female,4.55,5.23,11.84,3.63,4.45,4.48,4,105,39,14,63.88,9,86,77.62,36.81
2988,25,Male,6.65,5.46,1.53,4.58,1.88,5.19,4,386,108,1,80.48,9,85,80.33,65.55
2989,25,Male,3.33,6.1,9.03,7.31,0.52,0.02,7,422,114,4,41.62,7,87,61.13,37.32
2990,26,Male,6.51,9.11,1.59,5.7,5.92,4.16,8,262,110,4,46.56,7,46,53.72,58.74
2991,23,Male,9.17,6.84,8.93,7.97,3.41,1.81,1,290,94,14,85.71,5,58,59.48,64.59
2992,18,Female,6.43,8.65,10.73,0.61,0.66,2.34,10,165,108,14,55.31,8,72,72.73,51.11
2993,26,Male,3.39,8.94,4.52,6.0,5.76,5.54,3,122,66,0,79.04,1,83,65.55,63.78
2994,21,Male,6.62,4.72,4.09,5.86,2.74,4.12,1,242,77,5,91.27,8,74,71.23,58.55
2995,20,Female,9.08,8.44,11.23,0.87,5.77,3.21,1,462,19,0,91.04,10,63,69.74,61.89
2996,28,Male,1.8,7.54,1.36,7.73,2.19,2.92,3,5,111,18,82.16,3,44,82.97,43.98
2997,27,Female,5.08,6.55,4.5,6.76,5.46,3.37,2,165,25,16,83.9,4,33,83.03,46.02
2998,24,Male,3.55,3.62,8.01,4.09,5.12,1.4,13,340,41,3,44.53,2,49,65.59,26.8
2999,18,Female,2.79,7.01,8.41,1.76,2.83,4.11,8,246,96,11,85.78,5,40,49.64,32.54
3000,22,Other,4.26,4.09,5.71,1.49,1.87,0.71,14,470,6,18,48.02,2,65,78.87,40.6
3001,29,Male,4.24,8.71,10.32,1.02,4.44,4.78,1,136,34,1,82.75,10,52,52.99,38.29
3002,21,Female,2.5,9.54,10.26,1.55,5.1,1.48,8,92,4,18,75.4,2,74,59.31,47.68
3003,28,Male,4.33,6.35,9.9,7.4,0.26,0.0,14,429,2,10,45.84,7,43,67.88,27.34
3004,18,Female,6.52,6.08,2.46,5.08,1.35,4.46,9,122,61,7,69.06,1,68,42.94,66.44
3005,27,Female,0.74,6.42,7.94,1.0,2.58,4.98,13,338,37,17,85.0,1,44,73.46,28.35
3006,26,Male,9.9,3.47,10.29,7.37,1.25,4.54,8,290,85,5,63.74,4,52,61.75,52.03
3007,17,Female,3.31,4.66,1.58,0.43,1.63,1.74,10,270,18,6,95.47,5,79,91.19,53.69
3008,24,Male,6.42,9.58,3.31,3.27,3.09,0.97,10,343,97,18,79.3,6,86,45.7,76.16
3009,18,Other,3.19,5.42,11.75,5.94,2.3,0.1,10,402,10,7,48.6,8,34,67.57,13.37
3010,23,Male,4.24,7.14,5.81,6.58,5.61,0.47,14,299,54,10,51.21,6,88,62.56,52.22
3011,25,Female,5.72,7.54,6.6,6.74,5.05,2.3,3,219,87,1,57.02,6,35,92.0,42.19
3012,25,Male,6.31,9.14,4.53,7.56,1.25,1.71,11,75,12,13,91.14,3,93,93.48,79.94
3013,24,Female,7.82,4.67,5.01,2.14,5.69,5.53,14,212,42,11,88.23,10,73,59.49,59.13
3014,27,Other,8.02,9.23,10.79,3.06,1.3,1.37,4,479,6,1,79.04,4,37,84.61,56.27
3015,28,Female,5.43,5.74,2.91,5.07,3.58,3.13,14,373,53,9,83.95,5,49,45.33,52.03
3016,26,Male,1.22,9.45,3.71,7.01,1.84,5.75,8,442,44,7,89.46,2,41,93.93,44.11
3017,25,Female,5.8,5.88,6.26,4.81,1.71,2.61,2,97,40,4,83.03,6,77,65.74,56.42
3018,18,Male,5.04,3.73,4.07,2.18,3.24,5.4,12,90,10,10,68.04,8,57,55.37,39.82
3019,22,Male,2.55,3.36,10.77,6.42,5.68,4.67,2,80,60,16,58.95,9,42,63.34,9.83
3020,20,Male,0.6,9.77,7.78,7.22,2.51,2.03,12,339,82,14,92.45,6,76,41.81,43.21
3021,20,Male,3.5,3.85,6.29,0.07,1.69,4.06,7,20,71,7,75.49,7,96,56.14,44.82
3022,21,Female,2.97,6.79,7.45,0.04,1.5,1.77,14,96,25,4,63.2,4,53,78.81,35.91
3023,28,Male,5.09,6.69,0.73,7.63,1.85,1.85,10,325,17,8,63.73,8,52,90.57,51.11
3024,19,Female,7.74,5.81,9.03,4.45,2.67,4.14,4,248,1,17,65.6,6,64,90.89,53.09
3025,17,Male,4.67,5.93,4.36,0.71,5.24,3.26,8,25,72,11,55.96,8,48,54.04,38.82
3026,24,Male,9.54,6.33,7.49,2.85,1.89,0.04,1,432,111,1,53.65,1,63,75.46,67.89
3027,21,Female,2.6,3.7,10.07,4.54,1.63,4.92,11,416,84,13,73.73,9,82,52.85,27.43
3028,19,Male,2.6,8.54,4.47,5.0,3.45,0.61,5,148,20,3,41.8,1,40,97.06,39.42
3029,26,Male,6.24,5.64,0.93,1.31,3.55,3.82,9,104,49,9,43.06,5,60,49.05,55.4
3030,23,Male,9.01,4.71,0.51,6.72,2.67,3.81,13,359,74,6,91.98,7,93,50.28,81.97
3031,23,Female,6.88,5.23,10.39,4.36,1.14,1.56,6,46,115,12,53.16,10,86,77.88,46.4
3032,17,Female,6.9,7.28,6.79,4.2,1.15,0.03,9,406,90,6,42.03,5,34,78.48,44.61
3033,28,Male,8.16,8.43,7.98,4.33,3.12,4.16,1,176,45,14,99.48,5,53,43.61,66.67
3034,25,Male,6.85,4.07,7.36,0.5,1.71,5.94,2,410,40,15,52.35,4,98,90.69,58.28
3035,18,Female,7.71,7.15,2.44,6.02,0.92,3.32,6,54,119,1,68.7,6,80,65.74,72.92
3036,21,Other,8.73,5.96,0.94,0.64,0.16,5.38,11,22,34,0,90.9,10,76,54.17,74.53
3037,29,Male,0.58,9.03,3.3,3.71,0.81,4.72,5,146,38,10,83.09,6,95,69.28,53.01
3038,21,Female,8.91,9.65,11.9,4.71,4.99,2.76,8,130,49,19,60.51,10,58,50.84,56.77
3039,24,Male,2.55,7.75,5.3,1.69,0.93,3.26,6,305,11,1,49.15,1,59,70.5,43.07
3040,24,Male,9.17,7.13,11.14,3.86,0.02,4.08,3,297,71,11,76.4,1,51,69.78,62.34
3041,23,Male,3.03,8.46,3.49,2.29,2.35,4.58,3,435,54,8,67.02,6,89,99.39,57.2
3042,23,Female,4.82,6.47,8.73,5.68,5.57,1.19,12,133,57,5,42.98,2,96,70.57,53.77
3043,28,Male,9.37,3.39,0.8,4.27,3.13,2.18,6,162,38,9,67.09,6,30,66.27,56.15
3044,27,Female,1.54,7.91,0.65,0.74,0.06,4.13,8,26,87,14,49.01,10,95,94.26,48.59
3045,22,Male,7.58,7.06,5.86,4.8,4.26,2.57,9,138,70,2,74.67,5,59,73.51,61.83
3046,22,Male,4.23,4.06,7.96,1.09,2.4,3.3,4,237,95,9,99.66,4,63,51.61,42.3
3047,27,Female,0.73,4.49,11.57,0.02,4.61,4.36,11,77,56,5,44.48,9,63,77.43,8.18
3048,25,Male,9.42,4.61,0.84,1.17,3.58,0.43,3,232,94,5,80.08,7,80,85.25,76.81
3049,22,Male,1.62,8.13,11.86,0.03,0.84,5.7,11,221,9,19,97.66,1,54,58.25,35.7
3050,28,Male,7.85,6.63,5.93,7.9,2.83,4.61,13,445,40,18,58.43,3,58,81.69,60.93
3051,29,Male,4.15,3.34,9.31,5.07,3.33,1.92,13,421,23,19,77.15,7,56,85.64,28.68
3052,29,Male,8.2,8.87,7.93,5.0,3.0,5.6,8,231,15,11,98.83,6,53,55.18,66.93
3053,18,Male,7.63,7.51,3.35,7.47,4.73,1.78,11,289,119,4,76.66,7,58,44.64,65.16
3054,18,Male,6.52,8.13,4.32,1.02,5.1,5.95,6,29,51,17,90.78,2,50,45.21,65.57
3055,29,Male,9.42,9.56,7.3,0.22,4.0,2.85,1,226,57,5,99.18,1,88,46.83,91.86
3056,21,Other,1.44,4.82,1.61,5.46,0.22,2.74,9,58,24,18,94.92,8,65,95.07,38.15
3057,20,Male,8.09,7.13,9.41,4.94,2.11,3.45,10,260,106,19,93.84,10,66,85.91,58.45
3058,27,Male,6.87,8.32,9.7,7.24,2.21,5.61,5,287,9,13,84.24,2,57,95.07,60.09
3059,18,Other,3.49,6.59,9.94,2.59,1.33,5.9,13,259,95,9,66.17,9,70,96.95,34.17
3060,19,Female,5.69,6.4,10.26,4.42,2.57,1.33,1,160,83,6,71.3,5,99,78.0,57.17
3061,23,Male,6.62,9.5,8.42,4.52,1.13,1.38,6,112,5,1,46.88,3,33,64.27,49.37
3062,24,Male,7.49,4.71,9.06,2.05,4.53,2.41,13,425,30,10,56.15,5,89,54.78,56.64
3063,28,Female,2.28,7.57,7.27,2.88,5.01,4.97,8,466,24,17,55.9,1,72,52.66,43.53
3064,29,Male,1.47,9.79,3.11,2.79,5.61,3.79,3,440,92,14,66.77,7,87,93.84,52.9
3065,22,Female,1.47,4.54,1.46,6.76,0.08,0.85,11,320,37,10,82.82,3,33,88.37,30.84
3066,27,Other,3.29,6.24,2.55,3.0,3.23,3.14,2,139,91,6,49.52,6,90,43.57,51.35
3067,21,Female,1.96,9.83,2.72,4.98,1.25,5.02,7,117,89,4,75.82,6,57,50.45,48.59
3068,29,Male,5.59,3.25,9.22,2.99,3.18,0.15,6,189,29,3,95.04,6,88,68.12,49.13
3069,17,Female,4.65,7.41,11.4,0.68,0.42,2.59,13,232,28,2,60.38,1,33,77.0,34.75
3070,24,Female,8.98,5.83,9.87,7.41,4.59,0.71,6,393,96,17,62.8,7,32,62.69,45.24
3071,19,Female,7.32,8.4,11.91,0.63,1.77,2.83,6,304,2,1,49.12,5,36,82.63,42.95
3072,22,Male,2.46,5.26,1.0,0.08,3.4,0.21,14,127,85,17,79.56,6,35,59.21,34.68
3073,19,Female,0.93,5.61,0.87,2.17,4.78,3.18,3,368,38,14,72.56,4,31,76.49,28.97
3074,23,Female,7.24,6.61,8.36,2.22,2.6,5.66,6,237,65,1,85.08,1,45,89.05,56.57
3075,29,Other,8.54,5.42,0.79,2.32,5.96,2.07,11,479,104,15,97.96,10,84,59.17,76.22
3076,23,Female,7.16,4.82,10.74,6.41,4.83,1.85,13,81,117,10,83.86,6,69,40.26,49.72
3077,28,Male,6.62,5.49,5.93,2.3,2.54,4.92,1,153,58,19,50.7,8,74,62.3,51.08
3078,25,Female,2.87,9.36,11.13,5.05,4.23,1.22,8,35,36,6,85.88,10,94,50.49,46.93
3079,21,Male,5.2,5.4,3.37,0.06,4.02,2.25,8,439,69,4,89.76,6,47,79.81,48.59
3080,24,Female,7.39,9.3,7.89,7.14,0.26,5.76,4,38,75,17,85.91,5,48,43.85,62.03
3081,26,Male,2.34,4.44,8.54,2.08,2.22,3.93,2,323,18,17,97.48,3,77,74.23,39.48
3082,26,Male,5.03,7.71,3.8,4.3,3.15,4.07,12,211,103,16,49.38,3,56,77.44,53.01
3083,24,Female,1.61,8.21,4.72,4.55,2.49,3.41,4,22,110,11,58.94,8,76,66.68,40.73
3084,17,Male,5.54,3.78,6.84,1.92,1.09,0.46,12,283,22,10,60.56,4,92,92.17,52.07
3085,28,Female,5.95,6.81,4.91,4.73,3.97,4.11,7,128,59,4,78.69,7,47,53.49,50.27
3086,21,Female,5.59,3.09,6.15,6.94,5.93,4.84,14,265,91,13,86.11,9,97,83.94,51.9
3087,19,Male,4.96,9.5,5.74,2.65,2.04,4.37,11,336,19,17,59.72,2,96,60.42,70.09
3088,17,Male,6.08,6.67,8.16,7.47,5.76,0.68,6,424,64,12,98.9,4,82,43.79,63.03
3089,20,Female,9.97,3.26,1.44,1.88,4.54,3.19,5,422,105,19,90.22,7,85,40.81,77.83
3090,24,Male,6.41,7.78,11.5,0.94,1.97,0.85,6,434,88,6,65.51,5,95,90.31,59.77
3091,19,Female,7.65,9.2,1.68,2.8,2.52,4.38,10,149,49,5,49.0,10,53,90.63,63.18
3092,26,Female,2.33,8.16,4.39,7.14,3.76,5.84,1,451,60,6,65.42,2,48,84.46,42.7
3093,18,Female,5.54,3.94,0.6,1.29,4.49,3.01,2,130,66,12,84.68,1,91,77.2,69.42
3094,27,Female,0.57,6.78,9.88,3.33,4.48,0.95,12,22,57,15,55.96,3,45,84.43,18.91
3095,25,Female,0.8,8.13,1.79,4.99,3.85,2.28,10,295,21,9,62.6,10,48,83.81,31.13
3096,26,Female,3.56,8.6,3.7,6.53,0.67,2.89,13,460,98,6,48.47,1,33,71.14,43.79
3097,21,Female,4.93,3.11,5.7,7.24,5.13,3.28,11,220,52,4,91.18,2,96,66.9,57.88
3098,23,Female,5.97,4.99,10.21,7.93,1.6,2.74,9,357,103,2,91.08,10,58,43.99,39.19
3099,27,Male,8.94,9.19,9.32,6.76,1.05,1.25,1,185,8,12,54.02,8,65,68.26,63.21
3100,27,Male,7.83,4.81,2.22,0.08,1.27,2.98,7,54,36,16,71.39,3,52,71.75,62.09
3101,18,Female,3.35,6.31,5.64,3.14,0.24,5.96,14,206,92,18,42.07,3,89,64.14,48.5
3102,25,Female,7.56,7.88,4.33,6.83,4.41,5.29,8,434,77,14,94.2,7,71,49.2,71.32
3103,29,Male,5.72,9.9,11.41,7.81,0.31,4.58,3,207,108,3,92.35,6,82,46.54,61.71
3104,25,Male,7.9,5.98,10.34,0.48,0.25,5.08,2,441,89,2,83.69,9,30,69.4,40.8
3105,20,Female,4.4,6.53,2.23,2.72,0.01,2.24,5,310,28,12,99.22,5,54,70.55,54.91
3106,20,Male,1.37,6.91,5.44,5.21,0.03,1.42,14,401,94,12,89.76,4,41,87.07,33.0
3107,22,Male,6.38,4.64,5.61,3.27,4.08,1.24,5,372,17,1,58.31,2,72,44.2,55.33
3108,26,Male,5.79,5.58,11.55,1.25,2.97,0.93,8,146,47,13,64.82,10,86,86.82,42.65
3109,26,Female,9.56,6.04,9.65,7.2,4.03,2.4,3,250,81,3,92.8,1,46,54.2,64.53
3110,26,Female,2.04,3.14,9.8,2.43,1.39,4.94,14,303,90,14,71.81,8,63,53.78,18.56
3111,22,Male,6.73,3.05,4.73,2.05,4.32,4.28,7,335,49,5,87.1,4,61,66.93,52.91
3112,28,Male,5.0,4.57,8.5,4.57,1.87,5.44,8,400,106,4,55.03,9,53,98.69,30.27
3113,17,Female,4.1,6.59,4.18,6.76,2.98,1.54,11,427,3,5,71.51,8,41,98.94,38.69
3114,25,Female,8.05,9.69,9.98,3.81,5.17,5.19,8,45,61,5,66.81,7,89,87.89,70.57
3115,18,Female,8.2,9.81,11.54,0.9,0.39,3.83,2,479,72,0,40.71,2,94,73.62,71.8
3116,21,Male,7.29,7.53,7.52,3.58,5.13,3.01,2,294,105,11,46.39,1,59,87.49,58.9
3117,25,Male,1.29,8.79,6.58,0.79,1.99,4.25,13,337,41,8,81.06,2,38,98.2,35.66
3118,20,Female,3.78,9.3,10.53,1.39,1.47,3.45,5,231,45,8,82.92,7,81,85.73,50.21
3119,27,Male,0.94,8.87,10.91,3.49,5.09,4.94,12,198,28,13,62.02,9,36,88.5,16.07
3120,19,Female,3.76,6.81,1.54,0.92,4.17,1.13,12,7,65,10,46.64,4,99,87.9,61.15
3121,23,Male,6.66,7.93,8.52,5.36,1.78,2.53,9,470,83,18,40.97,2,33,51.16,45.27
3122,22,Male,5.43,3.03,7.73,4.35,4.18,4.35,5,295,77,9,82.33,8,55,78.65,35.36
3123,24,Male,7.18,7.54,2.92,2.75,5.42,4.41,8,43,53,13,75.59,2,82,94.46,76.99
3124,19,Female,5.74,5.98,1.94,1.27,5.22,1.64,7,28,54,2,79.84,5,62,98.09,59.13
3125,21,Male,5.78,7.51,3.78,4.1,4.84,2.65,4,111,67,19,49.39,1,45,57.37,54.33
3126,26,Male,5.35,7.86,2.44,6.39,5.98,1.5,1,495,13,17,46.93,4,30,77.89,47.1
3127,20,Male,3.96,3.69,3.29,5.99,1.01,3.87,2,469,100,1,67.35,2,79,85.54,49.8
3128,29,Male,4.74,9.12,11.05,7.78,4.5,5.86,6,286,101,2,51.84,4,31,67.39,35.05
3129,20,Male,1.57,4.23,11.04,4.0,1.77,2.95,4,48,1,10,66.17,7,61,59.79,16.98
3130,20,Male,8.43,3.07,3.42,5.05,5.59,3.23,14,46,36,17,87.56,4,46,60.31,57.64
3131,26,Male,8.95,6.01,2.82,1.95,0.48,3.58,5,143,14,1,52.28,8,85,66.46,71.39
3132,24,Female,7.78,3.63,5.73,6.18,4.01,5.65,7,50,39,8,60.93,4,49,89.23,49.27
3133,22,Female,6.04,9.69,8.14,4.0,1.21,5.38,2,108,69,8,86.0,1,48,47.7,61.18
3134,19,Male,5.91,4.99,2.09,3.78,5.94,3.46,6,265,25,10,64.31,2,50,82.96,53.79
3135,26,Male,4.97,4.57,9.9,2.39,3.12,2.39,13,5,57,19,74.3,10,70,54.98,35.41
3136,21,Female,2.7,4.83,1.35,2.55,3.2,3.84,10,29,48,6,52.58,4,30,87.14,30.17
3137,22,Male,4.15,4.98,1.8,1.66,3.16,1.13,10,359,70,19,92.21,3,43,56.19,47.8
3138,21,Male,9.9,3.44,7.82,7.56,4.55,4.59,6,272,24,18,59.37,10,42,88.18,45.53
3139,22,Female,1.89,6.78,2.85,1.9,5.83,1.2,5,243,4,8,67.82,7,49,49.65,34.88
3140,24,Female,5.66,3.13,3.13,0.31,5.76,3.74,12,118,16,14,51.84,5,30,66.07,34.28
3141,23,Male,8.73,8.23,10.58,3.38,1.4,1.47,14,90,41,8,52.44,3,73,98.65,65.4
3142,21,Male,4.8,8.37,4.69,7.75,3.35,5.78,2,464,48,17,66.27,6,92,93.19,63.5
3143,26,Female,6.25,5.8,11.09,0.24,3.28,3.78,7,373,55,9,51.73,3,88,44.85,52.06
3144,22,Male,8.36,9.8,1.75,2.07,0.75,5.51,1,371,69,11,99.6,9,52,98.26,76.7
3145,20,Female,5.7,8.47,11.21,2.0,4.18,5.17,14,455,22,14,73.73,1,92,88.95,63.71
3146,28,Male,7.45,3.86,11.02,4.26,4.55,4.17,10,1,11,5,43.76,5,87,91.02,48.35
3147,25,Male,3.8,9.86,6.71,6.05,5.22,3.58,14,138,19,7,45.47,4,82,84.77,55.49
3148,29,Female,7.46,8.92,9.22,3.31,4.41,5.49,4,9,43,2,67.71,8,85,63.12,64.95
3149,20,Female,0.89,7.93,5.53,2.63,0.71,3.1,10,116,35,10,43.04,6,36,52.1,22.19
3150,17,Female,1.95,7.57,9.31,2.28,5.51,4.85,7,272,100,0,84.8,6,88,89.8,43.27
3151,23,Male,6.55,7.23,3.3,7.34,1.27,0.86,5,359,38,6,82.44,9,66,40.86,61.2
3152,23,Female,4.77,9.93,10.89,7.53,3.66,3.06,12,336,80,5,85.38,5,87,77.45,60.1
3153,20,Female,8.37,6.35,9.57,4.64,3.87,2.77,2,465,106,0,85.18,5,72,89.68,63.23
3154,29,Female,3.75,4.16,8.92,7.05,0.91,2.38,7,413,20,13,51.01,3,94,61.1,42.18
3155,19,Female,7.79,5.06,9.76,7.9,2.06,1.26,4,301,86,16,93.63,3,59,75.84,56.26
3156,24,Male,1.82,5.63,4.47,4.53,1.8,0.96,7,250,111,7,90.21,1,79,68.62,48.67
3157,21,Male,9.34,5.22,2.68,2.38,4.26,5.33,8,32,114,1,72.28,4,93,91.53,81.31
3158,26,Female,4.48,3.21,4.58,2.69,3.75,3.19,12,405,110,15,54.91,10,51,86.35,28.95
3159,23,Female,2.69,3.52,0.95,4.9,2.53,5.9,5,99,34,0,94.22,5,33,48.45,33.87
